0.000000,0.900000
0.010000,0.899100
0.020000,0.898158
0.030000,0.897175
0.040000,0.896151
0.050000,0.895087
0.060000,0.893983
0.070000,0.892839
0.080000,0.891657
0.090000,0.890436
0.100000,0.889177
0.110000,0.887880
0.120000,0.886547
0.130000,0.885177
0.140000,0.883771
0.150000,0.882330
0.160000,0.880854
0.170000,0.879343
0.180000,0.877798
0.190000,0.876220
0.200000,0.874609
0.210000,0.872965
0.220000,0.871290
0.230000,0.869583
0.240000,0.867845
0.250000,0.866078
0.260000,0.864280
0.270000,0.862453
0.280000,0.860597
0.290000,0.858713
0.300000,0.856802
0.310000,0.854863
0.320000,0.852897
0.330000,0.850906
0.340000,0.848888
0.350000,0.846846
0.360000,0.844779
0.370000,0.842688
0.380000,0.840573
0.390000,0.838435
0.400000,0.836275
0.410000,0.834093
0.420000,0.831889
0.430000,0.829664
0.440000,0.827418
0.450000,0.825152
0.460000,0.822867
0.470000,0.820563
0.480000,0.818240
0.490000,0.815899
0.500000,0.813540
0.510000,0.811164
0.520000,0.808771
0.530000,0.806362
0.540000,0.803937
0.550000,0.801497
0.560000,0.799042
0.570000,0.796573
0.580000,0.794090
0.590000,0.791593
0.600000,0.789083
0.610000,0.786560
0.620000,0.784025
0.630000,0.781478
0.640000,0.778920
0.650000,0.776351
0.660000,0.773771
0.670000,0.771181
0.680000,0.768582
0.690000,0.765973
0.700000,0.763355
0.710000,0.760728
0.720000,0.758094
0.730000,0.755451
0.740000,0.752801
0.750000,0.750144
0.760000,0.747480
0.770000,0.744810
0.780000,0.742134
0.790000,0.739453
0.800000,0.736766
0.810000,0.734074
0.820000,0.731377
0.830000,0.728677
0.840000,0.725972
0.850000,0.723264
0.860000,0.720552
0.870000,0.717837
0.880000,0.715120
0.890000,0.712400
0.900000,0.709679
0.910000,0.706955
0.920000,0.704230
0.930000,0.701504
0.940000,0.698777
0.950000,0.696049
0.960000,0.693321
0.970000,0.690593
0.980000,0.687865
0.990000,0.685138
1.000000,0.682411
1.010000,0.679685
1.020000,0.676960
1.030000,0.674237
1.040000,0.671515
1.050000,0.668796
1.060000,0.666078
1.070000,0.663363
1.080000,0.660650
1.090000,0.657941
1.100000,0.655234
1.110000,0.652530
1.120000,0.649830
1.130000,0.647134
1.140000,0.644441
1.150000,0.641752
1.160000,0.639068
1.170000,0.636388
1.180000,0.633713
1.190000,0.631042
1.200000,0.628376
1.210000,0.625716
1.220000,0.623060
1.230000,0.620410
1.240000,0.617766
1.250000,0.615128
1.260000,0.612495
1.270000,0.609869
1.280000,0.607248
1.290000,0.604635
1.300000,0.602027
1.310000,0.599427
1.320000,0.596833
1.330000,0.594246
1.340000,0.591666
1.350000,0.589093
1.360000,0.586527
1.370000,0.583969
1.380000,0.581419
1.390000,0.578876
1.400000,0.576341
1.410000,0.573813
1.420000,0.571294
1.430000,0.568783
1.440000,0.566280
1.450000,0.563785
1.460000,0.561299
1.470000,0.558821
1.480000,0.556351
1.490000,0.553891
1.500000,0.551438
1.510000,0.548995
1.520000,0.546561
1.530000,0.544136
1.540000,0.541719
1.550000,0.539312
1.560000,0.536914
1.570000,0.534525
1.580000,0.532146
1.590000,0.529776
1.600000,0.527415
1.610000,0.525064
1.620000,0.522722
1.630000,0.520390
1.640000,0.518068
1.650000,0.515755
1.660000,0.513453
1.670000,0.511160
1.680000,0.508877
1.690000,0.506604
1.700000,0.504340
1.710000,0.502087
1.720000,0.499844
1.730000,0.497611
1.740000,0.495388
1.750000,0.493175
1.760000,0.490973
1.770000,0.488780
1.780000,0.486598
1.790000,0.484426
1.800000,0.482265
1.810000,0.480114
1.820000,0.477973
1.830000,0.475842
1.840000,0.473722
1.850000,0.471613
1.860000,0.469513
1.870000,0.467425
1.880000,0.465346
1.890000,0.463279
1.900000,0.461221
1.910000,0.459175
1.920000,0.457138
1.930000,0.455113
1.940000,0.453098
1.950000,0.451093
1.960000,0.449099
1.970000,0.447115
1.980000,0.445143
1.990000,0.443180
2.000000,0.441229
2.010000,0.439287
2.020000,0.437357
2.030000,0.435437
2.040000,0.433528
2.050000,0.431629
